sample,body,closed_at,created_at,framwork,html_url,label,number,state,title,updated_at
googlesamples/android-vision,"I use Barcode detection.
I'd like to get a NOTE with [ContactInfo](https://developers.google.com/android/reference/com/google/android/gms/vision/barcode/Barcode.ContactInfo), but there is no way to access it.

Looking at [rawValue](https://developers.google.com/android/reference/com/google/android/gms/vision/barcode/Barcode.html#rawValue), there is a NOTE.

```
MECARD:N:鈴木一郎;SOUND:suzuki ichiro;TEL:000-0000-0000;EMAIL:example@example.com;NOTE:This is text that can not be taken. ;ADR:東京都千代田区千代田1－1(皇居) ;;
```

It is the following QR code.

![contact](https://cloud.githubusercontent.com/assets/729101/21752963/7c2f31ee-d625-11e6-88a3-6022f61c047f.png)

Is there a way to acquire rawValue other than parsing by itself?",,2017-01-08 19:41:01,googlesamples,https://github.com/googlesamples/android-vision/issues/177,question,177.0,open,Can not get NOTE with ContactInfo.,2017-02-16 20:20:53
googlesamples/android-vision,"The application ID defined in the file ...\android-vision-master\visionSamples\ocr-reader\app\build.gradle is  ""com.google.android.gms.samples.vision.barcodereader"", when it should obviously be ""com.google.android.gms.samples.vision.ocrreader"". I guess this could cause problems if an Android device were to install both applications (barcode-reader and ocr-reader). I don't know if the issue has been mentioned before, but i didn't see it fixed to date, so i decided to mention it myself.

Thanks",,2017-01-05 13:49:50,googlesamples,https://github.com/googlesamples/android-vision/issues/175,non-question,175.0,open,"Wrong application ID for ""ocr-reader"" Android project",2017-02-16 20:12:18
googlesamples/android-vision,I want to show the data upon successful detected barcode on dialogfragment without leaving BarcodeCaptureActivity and after pressing ok button on dialog rescan the barcode  like the scandit or zbar. I tried mpreview.stop() and barcodeDetector.release() on success calback but they caused exception.,2017-01-04 15:20:14,2017-01-03 20:52:36,googlesamples,https://github.com/googlesamples/android-vision/issues/173,question,173.0,closed,pause barcode detection on successful detection callback,2017-01-04 15:20:15
googlesamples/android-vision,Right now the API detects every barcode visible in the camera view. Is it possible to limit the detection area so the detection only reads from a rectangle in the middle of the screen?,,2016-11-22 19:13:14,googlesamples,https://github.com/googlesamples/android-vision/issues/155,question,155.0,open,Limit detection area ,2018-12-12 14:10:55
googlesamples/android-vision,"I have enabled google play services 10.0.84 (I check that it is available in application code) on Philips W3568 with Android 4.2.2 and BarcodeDetector can not initialize. On other phones everything is okay.

Here is my gradle:


```
dependencies {
    compile ""com.android.support:support-v4:25.0.1""
    compile 'com.android.support:appcompat-v7:25.0.1'
    compile 'com.google.android.gms:play-services-vision:10.0.0'//for QR codes

```
Here is my code:

```
        detector =
                new BarcodeDetector.Builder(getApplicationContext())
                        .setBarcodeFormats(Barcode.DATA_MATRIX | Barcode.QR_CODE)
                        .build();
        while (!detector.isOperational()) {
            try {
                Thread.sleep(100);
            } catch (InterruptedException e) {
                e.printStackTrace();
            }
        }
```
In my application section of manifest I have
```

        <meta-data
            android:name=""com.google.android.gms.vision.DEPENDENCIES""
            android:value=""barcode"" />
```

Device has free space and is connected to network.


Here is my log (it loops):



> 11-22 19:05:38.807 1628-1628/ru.payme.AlphaInsurance W/DynamiteModule: Local module descriptor class for com.google.android.gms.vision.dynamite not found.
> 11-22 19:05:38.812 1628-1628/ru.payme.AlphaInsurance I/DynamiteModule: Considering local module com.google.android.gms.vision.dynamite:0 and remote module com.google.android.gms.vision.dynamite:801
> 11-22 19:05:38.813 1628-1628/ru.payme.AlphaInsurance I/DynamiteModule: Selected remote version of com.google.android.gms.vision.dynamite, version >= 801
> 11-22 19:05:38.816 1628-1628/ru.payme.AlphaInsurance W/BarcodeNativeHandle: Native handle not yet available. Reverting to no-op handle.
> 11-22 19:05:38.817 1628-1628/ru.payme.AlphaInsurance W/DynamiteModule: Local module descriptor class for com.google.android.gms.vision.dynamite not found.",,2016-11-22 16:02:30,googlesamples,https://github.com/googlesamples/android-vision/issues/154,non-question,154.0,open,BarcodeDetector not operational,2019-05-08 16:05:52
googlesamples/android-vision,"For example, I have a barcode, which one is unreadeable (or incorrectly generated).
Is there any ways to detect such kind of barcodes?

Thanks in advance!",2016-11-15 15:47:12,2016-11-15 03:15:58,googlesamples,https://github.com/googlesamples/android-vision/issues/152,question,152.0,closed,Is it possible to detect objects similiar to barcodes (broken ones)?,2016-11-15 15:47:12
googlesamples/android-vision,this lib must online? googleserives?,2016-11-15 15:41:45,2016-11-11 10:18:49,googlesamples,https://github.com/googlesamples/android-vision/issues/149,question,149.0,closed,must online?,2016-11-15 15:41:45
googlesamples/android-vision,"I want to record google eyes view to video file mp4 because I want to create application like snow , How to record my face and animation eyes to video . Thank",2016-11-09 21:59:11,2016-11-08 16:41:23,googlesamples,https://github.com/googlesamples/android-vision/issues/148,question,148.0,closed,How to record google eyes,2016-11-15 15:43:09
googlesamples/android-vision,"is there anyway to determine the text that i want to take by touch the screen by the hand  instead of the automated  rectangular appear around the text , as it's very hard to control the rectangular position
",2016-11-21 15:29:49,2016-10-18 14:35:34,googlesamples,https://github.com/googlesamples/android-vision/issues/143,question,143.0,closed,hardly text recognize ,2016-11-21 15:29:49
googlesamples/android-vision,"Im building an application with a barcode scanner, i have tried multiple QR-code scanner so far, this is a good library, but the downside is the need of downloading native library as my client might be installing the application on a location where internet access is not possible.

any suggestion or help would be nice.
",2016-10-19 14:51:47,2016-10-18 01:35:53,googlesamples,https://github.com/googlesamples/android-vision/issues/142,question,142.0,closed,Is there any possible way to install native library for QR-code scanner without internet access.,2016-11-15 15:43:09
googlesamples/android-vision,"Hello all, 

Google Play service v9 has released and disable Mobile Vision, can anyone help me how to work around with this?

Many thanks
",2016-08-24 13:59:53,2016-05-19 10:42:35,googlesamples,https://github.com/googlesamples/android-vision/issues/99,non-question,99.0,closed,Mobile Vision is not working on Google Play Services v9,2016-08-24 13:59:53
googlesamples/android-vision,"Using the barcode capture example almost everything is working as expected, however we have a range of ID stickers with a 5-digit CODE_39 barcode. The app cannot recognise these as a barcode,
It does recognise other CODE_39 (and other format) barcodes OK, and ZXing recognises the stickers as normal.
![screenshot_2016-01-07-10-06-32](https://cloud.githubusercontent.com/assets/11074763/12167944/0bbbc96a-b527-11e5-98e7-97726e839791.png)
![screenshot_2016-01-07-10-06-58](https://cloud.githubusercontent.com/assets/11074763/12167945/0bbbfdd6-b527-11e5-9d27-6a763e0e897e.png)
",2017-08-03 18:54:05,2016-01-07 10:11:54,googlesamples,https://github.com/googlesamples/android-vision/issues/59,non-question,59.0,closed,Cannot recognise some CODE_39 barcodes,2017-08-03 18:54:05
googlesamples/android-vision,"In camera source activity the take picture method is given but how to use it and how to take picture?
Where to call the take picture method and how to store and display the captured picture in Resulting Activity??
Please help me soon
",,2015-12-29 05:01:55,googlesamples,https://github.com/googlesamples/android-vision/issues/57,question,57.0,open,How to capture the image of scanned barcode in vision barcode reader vision api,2018-08-09 11:47:55
googlesamples/easypermissions,"Hello! I have a problem, I want to change text of Settings dialog but I can't, so Can you create it for multiple languages? or Can you do this way so i can change text of Settings dialog in the package of ""values""",,2021-05-06 10:11:07,googlesamples,https://github.com/googlesamples/easypermissions/issues/327,non-question,327.0,open,Multiple Language for dialog,2021-05-06 11:09:15
googlesamples/easypermissions,"This repository uses Travis CI for tests, but Travis is getting worse and going away soon. We should move the tests to GitHub Actions.",2021-04-26 11:16:54,2021-04-21 14:23:54,googlesamples,https://github.com/googlesamples/easypermissions/issues/324,non-question,324.0,closed,Move to GitHub Actions,2021-04-26 11:16:54
googlesamples/easypermissions,"
Current permission request in Android will be deprecated  starting from 
`androidx.activity:activity:1.2.0`  and `androidx.fragment:fragment:1.3.0`.

The new [Activity Result API](https://developer.android.com/training/basics/intents/result)
will be used instead of current one.
It would be nice to add support for it.",,2020-05-17 15:06:40,googlesamples,https://github.com/googlesamples/easypermissions/issues/304,non-question,304.0,open,Support new activity result API,2021-07-06 17:51:33
googlesamples/easypermissions,"## Basic Information

Device type: Emulator
OS version: R DP1.1
EasyPermissions version: 3.0.0

## Describe the problem

EasyPermissions should offer a facility to automatically request a permission again after a user has returned from manually adjusting app permissions in the app info permissions settings dialog.

In Android R DP1 a user may select ""Ask every time"" in the permissions settings dialog. (Corresponding to the new ""Only this time"" option in the regular permissions dialog.) This does not automatically grant the permission to the app, but requires another permission request from the app and affirmative response from the user before the permission is actually granted. It should be possible to recognize the user's return to the app via onActivityResult, and any needed subsequent workflow should be facilitated by EasyPermissions.",,2020-03-10 12:53:37,googlesamples,https://github.com/googlesamples/easypermissions/issues/301,non-question,301.0,open,Support asking for permissions again after returning from permissions settings,2021-05-06 10:54:19
googlesamples/easypermissions,"## Basic Information

Device type: _HUAWEI M6_
OS version: _Android 9_
EasyPermissions version: ____2.0.1____

## Describe the problem
The rationale is too large,even over screen.
What happened?  What did you expect to happen?

## Code and logs

```
// TODO(you): show the code that produces the problem,
//            and any relevant logs.
```
",2019-09-23 10:13:51,2019-09-04 08:25:54,googlesamples,https://github.com/googlesamples/easypermissions/issues/288,non-question,288.0,closed,"Use in tablet the rationale is too large,even over screen.",2019-09-23 17:31:20
googlesamples/easypermissions,"## Basic Information

Device type: __huawei______
OS version: __android 6.0______
EasyPermissions version: ____2.0.1____

## Describe the problem

What happened?  What did you expect to happen?
when I call AppSettingsDialog show
## Code and logs

```
java.lang.RuntimeException:Unable to start activity ComponentInfo{com.qiushibaike.inews/pub.devrel.easypermissions.AppSettingsDialogHolderActivity}: java.lang.NullPointerException: Attempt to invoke direct method 'void vy.֏(java.lang.Object)' on a null object reference
--
2 android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2479)
3 ......
4 Caused by:
5 java.lang.NullPointerException:Attempt to invoke direct method 'void vy.֏(java.lang.Object)' on a null object reference
6 vy.֏(AppSettingsDialog.java:85)
7 pub.devrel.easypermissions.AppSettingsDialogHolderActivity.onCreate(AppSettingsDialogHolderActivity.java:31)
8 android.app.Activity.performCreate(Activity.java:6372)
```


```
// TODO(you): show the code that produces the problem,
//            and any relevant logs.
```
",,2019-03-21 03:02:12,googlesamples,https://github.com/googlesamples/easypermissions/issues/278,non-question,278.0,open,java.lang.NullPointerException,2020-12-26 02:54:17
googlesamples/easypermissions,"## Basic Information

Device type: __huawei______
OS version: __android 6.0______
EasyPermissions version: ____2.0.1____

## Describe the problem

What happened?  What did you expect to happen?
when I call AppSettingsDialog show
## Code and logs

```
java.lang.RuntimeException:Unable to start activity ComponentInfo{com.qiushibaike.inews/pub.devrel.easypermissions.AppSettingsDialogHolderActivity}: java.lang.NullPointerException: Attempt to invoke direct method 'void vy.֏(java.lang.Object)' on a null object reference
--
2 android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2479)
3 ......
4 Caused by:
5 java.lang.NullPointerException:Attempt to invoke direct method 'void vy.֏(java.lang.Object)' on a null object reference
6 vy.֏(AppSettingsDialog.java:85)
7 pub.devrel.easypermissions.AppSettingsDialogHolderActivity.onCreate(AppSettingsDialogHolderActivity.java:31)
8 android.app.Activity.performCreate(Activity.java:6372)
```


```
// TODO(you): show the code that produces the problem,
//            and any relevant logs.
```
",,2019-03-21 03:02:12,googlesamples,https://github.com/googlesamples/easypermissions/issues/278,non-question,278.0,open,java.lang.NullPointerException,2020-12-26 02:54:17
googlesamples/easypermissions,"## Basic Information

Device type: Nexus 5X on emulator
OS version: -
EasyPermissions version: 2.0.0

## Describe the problem

I am using build tools 28.0.3 for a legacy application that uses Holo themes.  When rationale dialog is to be shown (the second time I request permission after the first time it was denied) I get a crash ""java.lang.IllegalStateException: You need to use a Theme.AppCompat theme (or descendant) with this activity.""

The problem lies with RationaleDialogFragmentCompat

## Code and logs


```
  @AfterPermissionGranted(RC_LOCATION)
    private void setMyLocationEnabled() {
        String[] perms = {Manifest.permission.ACCESS_COARSE_LOCATION};
        if (EasyPermissions.hasPermissions(getActivity(), perms)) {
            try {
                if (mMap != null)
                    mMap.setMyLocationEnabled(true);
            } catch (SecurityException e) {
                e.printStackTrace();
            }
        } else {
            EasyPermissions.requestPermissions(this, getString(R.string.permission_rationale_location), RC_LOCATION, perms);
        }
    }
```",,2018-12-21 11:37:48,googlesamples,https://github.com/googlesamples/easypermissions/issues/266,non-question,266.0,open,Crashing when showing rationale dialog,2019-03-27 19:24:43
googlesamples/easypermissions,"The users who are Using AndroidX can not use this awesome library.
Please create another version for AndroidX migrated projects.",2019-01-23 21:59:34,2018-12-12 12:27:49,googlesamples,https://github.com/googlesamples/easypermissions/issues/265,non-question,265.0,closed,AndroidX migration?,2019-01-24 12:17:59
googlesamples/easypermissions,"## Basic Information

Device type: ________
OS version: ________
EasyPermissions version: __1.2.0______

## Describe the problem

android/build/intermediates/manifests/full/feature/internal/debug/AndroidManifest.xml:59:
AAPT: error: resource style/EasyPermissions.Transparent (aka com.app.internal.debug:style/EasyPermissions.Transparent) not found


I use the easypermissions in an android library module, the app module is compiled with the android library module.
What happened?  What did you expect to happen?

I can't build with this bug, Could you check it?
## Code and logs

```
implementation 'pub.devrel:easypermissions:1.2.0'

<activity
            android:name=""pub.devrel.easypermissions.AppSettingsDialogHolderActivity""
            android:exported=""false""
            android:label=""""
            android:splitName=""videochat_android""
            android:theme=""@style/EasyPermissions.Transparent"" />
```

```
// TODO(you): show the code that produces the problem,
//            and any relevant logs.
```
let me know if you need further information.
",,2018-06-04 18:58:48,googlesamples,https://github.com/googlesamples/easypermissions/issues/221,non-question,221.0,open,AAPT: error: resource style/EasyPermissions.Transparent (aka com.app.internal.debug:style/EasyPermissions.Transparent) not found,2019-01-23 16:58:33
googlesamples/easypermissions,"## Basic Information

Device type: ________
OS version: 25
EasyPermissions version: 1.0.1

## Describe the problem

What happened?  
I don't use Fragment or Activity as my PermissionCallback. If the user denies rationale, I don't get the callback in onRequestPermissionsResult

What did you expect to happen? 
Get the callback
",,2018-05-24 09:45:42,googlesamples,https://github.com/googlesamples/easypermissions/issues/218,non-question,218.0,open,Rationale callback when not using Fragment or Activity,2019-08-24 10:05:47
googlesamples/easypermissions,"## Basic Information

Device type: xiaomi redmi 3s;
OS version:  android 6.0.1;
EasyPermissions version: version 1.1.2 and 1.1.3;

## Describe the problem

No action when press negative button from EasyPermissions.requestPermissions()  inside fragment.

I expected that dialog will appear again.

In version 1.1.1 everything is OK.

All methods are from the box, nothing new.
",2019-09-20 17:52:45,2018-03-05 14:22:55,googlesamples,https://github.com/googlesamples/easypermissions/issues/204,non-question,204.0,closed,No action when press negative button from EasyPermissions.requestPermissions(),2019-09-20 17:52:45
googlesamples/easypermissions,"If we call `EasyPermissions.requestPermissions` from Fragment and show rational dialog:

```java
    @Override
    public void showRequestPermissionRationale(@NonNull String rationale,
                                               @NonNull String positiveButton,
                                               @NonNull String negativeButton,
                                               @StyleRes int theme,
                                               int requestCode,
                                               @NonNull String... perms) {

        FragmentManager fm = getSupportFragmentManager();
```
https://github.com/googlesamples/easypermissions/blob/master/easypermissions/src/main/java/pub/devrel/easypermissions/helper/BaseSupportPermissionsHelper.java#L32

```java
    @Override
    public FragmentManager getSupportFragmentManager() {
        FragmentActivity hostActivity = getHost().getActivity();
        if (hostActivity != null) {
            return hostActivity.getSupportFragmentManager();
        } else {
            return getHost().getChildFragmentManager();
        }
    }
```

This will return hostActivity.getSupportFragmentManager(), causing request permissions using `ActivityCompat.requestPermissions(xxx)`, this way the host fragment can't receive `onRequestPermissionsResult`, only its host Activity.
",2018-01-25 19:26:34,2018-01-25 10:59:49,googlesamples,https://github.com/googlesamples/easypermissions/issues/198,non-question,198.0,closed,Fragment can't receive onRequestPermissionsResult after showing RationaleDialog,2018-01-25 21:29:31
googlesamples/easypermissions,"## Basic Information

Device type: ________
OS version: ________
EasyPermissions version: 1.0.1

## Describe the problem

What happened?  What did you expect to happen?

When I executed code below code 0 in onStart() every  time show new rationale dialog over previous dialog. If dialog is exist new dialog should'nt show. A good solution would be to add a method that checks whether or not a rationale dialog is shown code 1 and code 2


## Code and logs
code 0:
EasyPermissions.requestPermissions(this,
                                                   ""To function properly, App needs your permissions. Allow permissions for App"",
                                                   RC_REQUIRED_PERM,
                                                   REQUESTED_PERMISSIONS_ON_START);

code 1:
  
![1](https://user-images.githubusercontent.com/35255808/34714454-c54dce0c-f529-11e7-8523-fceeb434940a.png)


code 2:

![2](https://user-images.githubusercontent.com/35255808/34714468-d4b8368e-f529-11e7-94e4-b16bce47f599.png)

// TODO(you): show the code that produces the problem,
execute code 0 in onStart() ex. go to background and returning to application more than 1 time 

",2018-01-12 16:24:43,2018-01-09 09:23:21,googlesamples,https://github.com/googlesamples/easypermissions/issues/193,non-question,193.0,closed,Problem with stack rationale dialog,2019-03-21 16:38:13
googlesamples/easypermissions,"My English is poor, this paper is from youdao translation,I hope you can understand.

## Basic Information

Device type: MI 5
OS version:  7.0
EasyPermissions version: 1.1.1

## Describe the problem

The situation is the same as #184 

## Code and logs

![image](https://user-images.githubusercontent.com/24568042/34345335-13b33534-ea29-11e7-8483-ce2fd7f801aa.png)
![image](https://user-images.githubusercontent.com/24568042/34345595-2a38ea0e-ea2b-11e7-897b-75419950b802.png)

I don't seem to have the wrong information
![image](https://user-images.githubusercontent.com/24568042/34345898-8c0d74be-ea2d-11e7-8a0c-3bdd48abe24d.png)

##  If you request permissions like this, the software does not crash
![image](https://user-images.githubusercontent.com/24568042/34346307-3fa84ec4-ea31-11e7-8876-769e905fbebe.png)
There is no need to limit **compileSdkVersion** or **targetSdkVersion** or **buildToolsVersion** or **support libs verion**


## Idea
Hope EasyPermissions,  Can be integrated This method,Only request not get permissions.




",2018-01-25 22:57:47,2017-12-26 03:50:04,googlesamples,https://github.com/googlesamples/easypermissions/issues/190,non-question,190.0,closed,Crash when deny permission #184 ,2018-01-26 02:38:13
googlesamples/easypermissions,Rationale message dialog shows text and buttons as white color.Actually my app needs colorAccent should be white.So not able to set custom theme for rationale dialog.How to fix this issue.,2017-12-06 19:53:06,2017-11-23 10:33:56,googlesamples,https://github.com/googlesamples/easypermissions/issues/174,non-question,174.0,closed,Allow customization of rationale dialog theme,2017-12-06 19:53:06
googlesamples/easypermissions,Rationale message dialog shows text and buttons as white color.Actually my app needs colorAccent should be white.So not able to set custom theme for rationale dialog.How to fix this issue.,2017-12-06 19:53:06,2017-11-23 10:33:56,googlesamples,https://github.com/googlesamples/easypermissions/issues/174,non-question,174.0,closed,Allow customization of rationale dialog theme,2017-12-06 19:53:06
googlesamples/easypermissions,Error:(3610) Error retrieving parent for item: No resource found that matches the given name 'Theme.AppCompat.DayNight.DarkActionBar'.,2017-09-26 18:26:33,2017-09-08 02:37:56,googlesamples,https://github.com/googlesamples/easypermissions/issues/160,non-question,160.0,closed,I got this compile error,2017-09-26 18:26:33
googlesamples/easypermissions,"if using proguard optimization, a @AfterPermissionGranted method could be completly inlined preventing EasyPermissions.onRequestPermissionsResult to find it.

    private static final int REQUEST_PERMISSION = 10;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        navigateToPlayer();
    }

    @Keep
    @AfterPermissionGranted(REQUEST_PERMISSION)
    private void navigateToPlayer() {
        if (EasyPermissions.hasPermissions(this, Manifest.permission.READ_EXTERNAL_STORAGE)) {
            Intent intent = new Intent(this, MusicPlayerActivity.class);
            startActivity(intent);
            finish();
        } else {
            EasyPermissions.requestPermissions(this, getString(R.string.read_permission_rational), REQUEST_PERMISSION, Manifest.permission.READ_EXTERNAL_STORAGE);
        }
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);

        // Forward results to EasyPermissions
        EasyPermissions.onRequestPermissionsResult(requestCode, permissions, grantResults, this);
    }

",2017-07-27 17:17:54,2017-07-10 12:56:35,googlesamples,https://github.com/googlesamples/easypermissions/issues/137,non-question,137.0,closed,@AfterPermissionGranted should also be annotated with @Keep,2017-07-27 17:21:37
googlesamples/easypermissions,"When user click ok button on rationale dialog, then permission request dialog should pops up.

0.2.1 works fine.

I tested 0.3.1 and 0.4.0(latest).
Both of these are not work.",2017-06-13 20:33:55,2017-06-06 18:07:18,googlesamples,https://github.com/googlesamples/easypermissions/issues/124,non-question,124.0,closed,No callback from OK button on rationale dialog,2017-06-13 20:34:58
googlesamples/easypermissions,"I was trying to view the Javadoc online at https://javadoc.io/doc/pub.devrel/easypermissions/, but it fails due to missing javadoc.jar.",2017-07-27 17:17:54,2017-06-05 17:57:06,googlesamples,https://github.com/googlesamples/easypermissions/issues/123,non-question,123.0,closed,Include javadoc jar in releases,2017-07-27 17:21:40
